movieid,collectionname,productioncompanies,productioncountries,countryabb,releaseyear
27993,,"New Line Cinema, 1992 Number Four Limited Partnership, MHA","Canada, United States of America",US,1995.0
31439,,"Shanghai Film Studios, Era International Ltd","China, Hong Kong",HK,1994.0
9067,,Trilogy Entertainment Group,United States of America,US,1995.0
9059,Tales from the Crypt Collection,"Universal Pictures, Tales From The Crypt Holdings",United States of America,US,1995.0
193,Star Trek: The Next Generation Collection,Paramount Pictures,United States of America,US,1994.0
25066,,"40 Acres & A Mule Filmworks, Savoy Pictures",United States of America,US,1995.0
46797,,,"United Kingdom, United States of America",US,1994.0
12122,,Universal Pictures,United States of America,US,1995.0
11381,,Paramount Pictures,United States of America,US,1995.0
32636,,Sony Pictures Classics,United States of America,US,1994.0
36141,,Populist Pictures,United States of America,US,1995.0
95963,,"Savoy Pictures, Price Entertainment, Jackson/McHenry Company,The",United States of America,US,1995.0
1587,,Paramount Pictures,United States of America,US,1993.0
9271,,Paramount Pictures,United States of America,US,1995.0
2064,,"Caravan Pictures, Hollywood Pictures",United States of America,US,1995.0
19855,,Universal Pictures,United States of America,US,1994.0
60855,,"Fine Line Features, Téléfilm Canada, First Generation Films, National Film Board of Canada (NFB), British Columbia Film Commission",Canada,CA,1994.0
236,,"Ciby 2000, Film Victoria, House & Moorhouse Films","Australia, France",FR,1994.0
48287,,"Columbia Pictures Corporation, Beacon Pictures",United States of America,US,1995.0
3049,Ace Ventura Collection,"Warner Bros., Morgan Creek Productions",United States of America,US,1994.0
2759,,PolyGram Filmed Entertainment,Australia,AU,1994.0
12635,,Gramercy Pictures,"Germany, United Kingdom",GB,1994.0
10497,,"Fine Line Features, R.P. Productions, Columbia Pictures Corporation, Les Films Alain Sarde, Canal+, Timothy Burrill Productions","France, United Kingdom, United States of America",US,1992.0
11382,,Miramax Films,United States of America,US,1994.0
9331,The Jack Ryan Collection,"Paramount Pictures, Mace Neufeld Productions",United States of America,US,1994.0
10731,,"Regency Enterprises, Alcor Films, Warner Bros.",United States of America,US,1994.0
10464,,New Line Cinema,United States of America,US,1994.0
34152,,"Universal Pictures, 40 Acres & A Mule Filmworks",United States of America,US,1994.0
9495,The Crow Collection,"Miramax Films, Crowvision Inc., Entertainment Media Investment Corporation, Jeff Most Productions, Edward R. Pressman Film",United States of America,US,1994.0
29973,,"Regency Enterprises, Alcor Films, Warner Bros., Aleor Films",United States of America,US,1994.0
888,The Flintstones (Live-Action) Collection,"Universal Pictures, Amblin Entertainment, Hanna-Barbera Productions",United States of America,US,1994.0
13,,Paramount Pictures,United States of America,US,1994.0
712,,"Channel Four Films, PolyGram Filmed Entertainment, Working Title Films",United Kingdom,GB,1994.0
16295,,"Columbia Pictures Corporation, New Deal Productions",United States of America,US,1995.0
48992,,"Columbia Pictures Corporation, Think Again Productions, Riot of Color",United States of America,US,1994.0
10879,,"Caravan Pictures, Touchstone Pictures",United States of America,US,1994.0
10660,,TriStar Pictures,United States of America,US,1994.0
10714,,,United States of America,US,1994.0
41647,,"Channel Four Films, Arte, Zweites Deutsches Fernsehen (ZDF), Nomad Films, Omega Film GmbH, Without Walls","France, United Kingdom, Germany, Belgium",BE,1993.0
8587,The Lion King Collection,"Walt Disney Pictures, Walt Disney Feature Animation",United States of America,US,1994.0
1689,,Miramax Films,"France, Italy, Liechtenstein, United Kingdom",GB,1993.0
11596,A Nightmare on Elm Street Collection,New Line Cinema,United States of America,US,1994.0
854,The Mask Collection,"New Line Cinema, Dark Horse Entertainment",United States of America,US,1994.0
9359,,"Icon Entertainment International, Warner Bros.",United States of America,US,1994.0
23333,,"Fine Line Features, Miramax Films",United States of America,US,1994.0
36593,Naked Gun Collection,Paramount Pictures,United States of America,US,1994.0
12280,,"Imagine Entertainment, Universal Pictures",United States of America,US,1994.0
2788,,"Universal Pictures, Jersey Films",United States of America,US,1994.0
10427,,"Propaganda Films, PolyGram Filmed Entertainment",United States of America,US,1993.0
11011,"{'id': 167985, 'name': 'Richie Rich Collection', 'poster_path': None, 'backdrop_path': None}","Davis Entertainment, Silver Pictures, Warner Bros.",United States of America,US,1994.0
49803,,New Line Cinema,United States of America,US,1994.0
8987,,"Universal Pictures, David Foster Productions, Turman-Foster Company",United States of America,US,1994.0
1637,Speed Collection,Twentieth Century Fox Film Corporation,United States of America,US,1994.0
15128,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1994.0
8831,Timecop Collection,"Universal Pictures, Renaissance Pictures, Dark Horse Entertainment, Largo Entertainment, Signature Pictures, JVC Entertainment Networks","Japan, United States of America",US,1994.0
36955,,"Twentieth Century Fox Film Corporation, Lightstorm Entertainment",United States of America,US,1994.0
10449,,Touchstone Pictures,United States of America,US,1994.0
10395,,Columbia Pictures,United States of America,US,1994.0
12160,,"Tig Productions, Warner Bros., Kasdan Pictures, Paragon Entertainment Corp.",United States of America,US,1994.0
40480,,"Touchstone Pictures, Tool Shed Productions",United States of America,US,1995.0
52038,,"BBC Films, Majestic Films International, Little Bird","United Kingdom, Ireland",IE,1994.0
29444,,"Gramercy Pictures, PolyGram Filmed Entertainment",United States of America,US,1994.0
26352,,"Caravan Pictures, Hollywood Pictures",United States of America,US,1994.0
39953,,"Strand Releasing, Strand Home Video",United States of America,US,1994.0
41580,,,France,FR,1994.0
315,,Eve Productions Inc.,United States of America,US,1965.0
22067,,,United States of America,US,1994.0
18242,,"Bolex Brothers, Lumen Films, Tara",United Kingdom,GB,1993.0
11667,Street Fighter,"Universal Pictures, Capcom","Japan, United States of America",US,1994.0
32502,,"Propaganda Films, Motion Picture Corporation of America (MPCA), Polygram Filmed Entertainment, Snowback Productions",United States of America,US,1995.0
267188,,,,US,1997.0
28732,,"Live Entertainment, Capitol Films, Bates Entertainmant",United States of America,US,1995.0
75555,"{'id': 439409, 'name': 'Fear Collection', 'poster_path': None, 'backdrop_path': None}","A-Pix Entertainment, Devin Entertainment",United States of America,US,1995.0
42981,,"Walt Disney Pictures, Theodore Thomas Productions",United States of America,US,1995.0
278939,,Overseas FilmGroup,United States of America,US,1995.0
291731,,"Skyline Entertainment Partners, Arrow",United States of America,US,1995.0
226229,,,,US,1995.0
203119,,"Home Box Office (HBO), Frozen Rope Productions Inc.",United States of America,US,1996.0
172923,,,,US,1995.0
316098,,,,US,1995.0
8011,Highlander Collection,"Trans-Film, Initial Groupe, Lumière Pictures, Fallingcloud","Canada, France, United Kingdom",GB,1994.0
171857,,,,GB,1995.0
2654,,New Line Cinema,United States of America,US,1994.0
18069,,New Line Cinema,United States of America,US,1994.0
19092,,New Line Cinema,United States of America,US,1994.0
2758,Addams Family Collection,"Paramount Pictures, Orion Pictures, Scott Rudin Productions",United States of America,US,1993.0
38129,,HBO Independent Productions,United States of America,US,1994.0
10436,,Columbia Pictures,United States of America,US,1993.0
13595,,"Twentieth Century Fox Film Corporation, Island World, Robert Simonds Productions",United States of America,US,1994.0
46094,,"Hollywood Pictures, PolyGram Filmed Entertainment, Interscope Communications, Nomura Babcock & Brown, NBB Unit One Film Partners, Longview Entertainment",United States of America,US,1994.0
9409,"{'id': 162028, 'name': 'Stakeout Collection', 'poster_path': '/oGai5vrDh7VkuTfsJjO31OcEXQk.jpg', 'backdrop_path': None}",Touchstone Pictures,United States of America,US,1993.0
11853,,"Twentieth Century Fox Film Corporation, Ruddy Morgan Organization, The",United States of America,US,1994.0
16771,,"Fine Line Features, Castle Rock Entertainment, Barcelona Films",United States of America,US,1994.0
46924,,"Warner Bros., Enigma Productions, BSB, NatWest Ventures, Fujisankei","Japan, United Kingdom",GB,1994.0
11041,,Twentieth Century Fox Film Corporation,United States of America,US,1993.0
306,Beverly Hills Cop Collection,"Paramount Pictures, Eddie Murphy Productions",United States of America,US,1994.0
14522,,Warner Bros.,"United Kingdom, United States of America",US,1994.0
26203,,New Line Cinema,United States of America,US,1994.0
178,,"Trilogy Entertainment Group, Metro-Goldwyn-Mayer (MGM)",United States of America,US,1994.0
19819,,Paramount Pictures,United States of America,US,1994.0
57834,,"Orion Pictures Corporation, Heathrow Productions",United States of America,US,1994.0
4722,,"Warner Bros., Dorset Productions, Robert H. Solo Productions",United States of America,US,1993.0
18215,,Mainline Pictures,United States of America,US,1993.0
1607,,"HBO Films, Savoy Pictures",United States of America,US,1993.0
26391,,Touchstone Pictures,United States of America,US,1994.0
117553,,"Columbia Pictures, Parkway Productions",United States of America,US,1993.0
6075,,"Universal Pictures, Epic Productions, Bregman/Baer Productions",United States of America,US,1993.0
11310,City Slickers Collection,"Columbia Pictures, Castle Rock Entertainment",United States of America,US,1994.0
18658,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1994.0
9350,,"TriStar Pictures, Canal+, Carolco Pictures, RCS Video, Cliffhanger Productions, Pioneer","France, Italy, United States of America",US,1993.0
9612,,Paramount Pictures,United States of America,US,1993.0
2124,,"Hollywood Pictures, Cinergi Pictures Entertainment",United States of America,US,1994.0
26261,,TriStar Pictures,United States of America,US,1994.0
19176,,"Imagine Entertainment, Universal Pictures",United States of America,US,1994.0
49299,,"Metro-Goldwyn-Mayer (MGM), Maverick Picture Company, Cecchi Gori Europa N.V., Eye Productions, Pentamerica",United States of America,US,1993.0
11566,,"Donner/Shuler-Donner Productions, Warner Bros., Northern Lights Entertainment",United States of America,US,1993.0
9571,,"Gramercy Pictures, Alphaville Productions, The Criterion Collection",United States of America,US,1993.0
9739,,"Silver Pictures, Warner Bros.",United States of America,US,1993.0
24257,The Endless Summer Collection,,United States of America,US,1994.0
34444,,Fine Line Features,United States of America,US,1994.0
26141,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1993.0
10997,,"Beijing Film Studio, China Film Co-Production Corporation, Maverick Picture Company","China, Hong Kong",HK,1993.0
50463,,"Orion Pictures, Nelson Entertainment",United States of America,US,1994.0
10443,,"Spring Creek Productions, Warner Bros.",United States of America,US,1993.0
20239,,,"United Kingdom, United States of America",US,1994.0
16297,,"Spring Creek Productions, Warner Bros.",United States of America,US,1994.0
18551,,"Paramount Pictures, Spring Creek Productions, Mirage",United States of America,US,1993.0
25440,,Fine Line Features,"Ireland, United Kingdom",GB,1994.0
9024,,"Universal Studios, Imagine Entertainment",United States of America,US,1993.0
37233,,"Paramount Pictures, Mirage Enterprises, Davis Entertainment",United States of America,US,1993.0
1634,Free Willy Collection,"Canal Plus, Regency Enterprises, Alcor Films, Warner Bros., Donner/Shuler-Donner Productions","France, United States of America",US,1993.0
13815,,Miramax Films,"France, United States of America",US,1994.0
5503,The Fugitive / U.S. Marshals Collection,Warner Bros.,United States of America,US,1993.0
35588,,Columbia Pictures,United States of America,US,1993.0
2087,,"Universal Pictures, Largo Entertainment","Japan, United States of America",US,1994.0
41579,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1994.0
18620,,"Killer Films, The Samuel Goldwyn Company, Can I Watch, Islet, KPVI",United States of America,US,1994.0
41006,,Gramercy Pictures,"South Africa, United States of America",US,1994.0
4916,,Hollywood Pictures,United States of America,US,1993.0
2019,Hard Target Collection,"Universal Pictures, Renaissance Pictures, Alphaville Films",United States of America,US,1993.0
31642,,"Regency Enterprises, Warner Bros.","France, United States of America",US,1993.0
9255,Hot Shots! Collection,"Twentieth Century Fox Film Corporation, Sidley Wright & Associates",United States of America,US,1993.0
26271,,"Spelling Entertainment, IRS Media, Republic Pictures (II)",United States of America,US,1995.0
10612,,"Miramax Films, Parallax Pictures",United Kingdom,GB,1995.0
2259,,"Det Danske Filminstitut, Spring Creek Productions, Eurimages, Costa do Castelo Filmes, Neue Constantin Film, House of Spirits Film","Denmark, France, Germany, Portugal, United States of America",US,1993.0
16097,"{'id': 159600, 'name': 'House Party Collection', 'poster_path': '/hwaQA1SEoiWsacESz0IMaDQ3vVV.jpg', 'backdrop_path': None}",,,US,1994.0
11934,,"PolyGram Filmed Entertainment, Silver Pictures, Warner Bros., Working Title Films, PolyGram Filmproduktion","Germany, United Kingdom, United States of America",US,1994.0
106143,,"Gracie Films, Columbia Pictures Corporation",United States of America,US,1994.0
12475,,Hollywood Pictures,United States of America,US,1994.0
9386,,"Castle Rock Entertainment, Columbia Pictures Corporation",United States of America,US,1993.0
7984,,"[{'name': 'Universal Pictures', 'id': 33}, {'name': ""Hell's Kitchen Films"", 'id': 2307}]","United Kingdom, Ireland",IE,1993.0
59930,,Touchstone Pictures,United States of America,US,1994.0
15765,,Touchstone Pictures,United States of America,US,1993.0
31643,,"Paramount Pictures, Baltimore Pictures",United States of America,US,1994.0
6,,"Universal Pictures, Largo Entertainment, JVC Entertainment Networks","Japan, United States of America",US,1993.0
